class_name,image_path,target
n02097130,n02097130/n02097130_generated_2.JPEG,114
n02090622,n02090622/n02090622_generated_2.JPEG,98
n02077923,n02077923/n02077923_generated_2.JPEG,82
n01616318,n01616318/n01616318_generated_3.JPEG,18
n01950731,n01950731/n01950731_generated_3.JPEG,66
n01739381,n01739381/n01739381_generated_3.JPEG,34
n01807496,n01807496/n01807496_generated_3.JPEG,50
n01494475,n01494475/n01494475_generated_3.JPEG,2
n02097130,n02097130/n02097130_generated_3.JPEG,114
n02090622,n02090622/n02090622_generated_3.JPEG,98
n02077923,n02077923/n02077923_generated_3.JPEG,82
n01616318,n01616318/n01616318_generated_4.JPEG,18
n01950731,n01950731/n01950731_generated_4.JPEG,66
n01494475,n01494475/n01494475_generated_4.JPEG,2
n01739381,n01739381/n01739381_generated_4.JPEG,34
n01807496,n01807496/n01807496_generated_4.JPEG,50
n02097130,n02097130/n02097130_generated_4.JPEG,114
n02090622,n02090622/n02090622_generated_4.JPEG,98
n02077923,n02077923/n02077923_generated_4.JPEG,82
n01950731,n01950731/n01950731_generated_5.JPEG,66
n01616318,n01616318/n01616318_generated_5.JPEG,18
n01739381,n01739381/n01739381_generated_5.JPEG,34
n01807496,n01807496/n01807496_generated_5.JPEG,50
n01494475,n01494475/n01494475_generated_5.JPEG,2
n02097130,n02097130/n02097130_generated_5.JPEG,114
n02090622,n02090622/n02090622_generated_5.JPEG,98
n02077923,n02077923/n02077923_generated_5.JPEG,82
n01950731,n01950731/n01950731_generated_6.JPEG,66
n01494475,n01494475/n01494475_generated_6.JPEG,2
n01739381,n01739381/n01739381_generated_6.JPEG,34
n01616318,n01616318/n01616318_generated_6.JPEG,18
n01807496,n01807496/n01807496_generated_6.JPEG,50
n02097130,n02097130/n02097130_generated_6.JPEG,114
n02090622,n02090622/n02090622_generated_6.JPEG,98
n02077923,n02077923/n02077923_generated_6.JPEG,82
n01950731,n01950731/n01950731_generated_7.JPEG,66
n01494475,n01494475/n01494475_generated_7.JPEG,2
n01739381,n01739381/n01739381_generated_7.JPEG,34
n01807496,n01807496/n01807496_generated_7.JPEG,50
n01616318,n01616318/n01616318_generated_7.JPEG,18
n02097130,n02097130/n02097130_generated_7.JPEG,114
n02090622,n02090622/n02090622_generated_7.JPEG,98
n02077923,n02077923/n02077923_generated_7.JPEG,82
n01950731,n01950731/n01950731_generated_8.JPEG,66
n01494475,n01494475/n01494475_generated_8.JPEG,2
n01807496,n01807496/n01807496_generated_8.JPEG,50
n02097130,n02097130/n02097130_generated_8.JPEG,114
n01739381,n01739381/n01739381_generated_8.JPEG,34
n01616318,n01616318/n01616318_generated_8.JPEG,18
n02090622,n02090622/n02090622_generated_8.JPEG,98
n02077923,n02077923/n02077923_generated_8.JPEG,82
n01950731,n01950731/n01950731_generated_9.JPEG,66
n01494475,n01494475/n01494475_generated_9.JPEG,2
n02097130,n02097130/n02097130_generated_9.JPEG,114
n01807496,n01807496/n01807496_generated_9.JPEG,50
n01739381,n01739381/n01739381_generated_9.JPEG,34
n01616318,n01616318/n01616318_generated_9.JPEG,18
n02090622,n02090622/n02090622_generated_9.JPEG,98
n02077923,n02077923/n02077923_generated_9.JPEG,82
n01968897,n01968897/n01968897_generated_0.JPEG,67
n01496331,n01496331/n01496331_generated_0.JPEG,3
n02097209,n02097209/n02097209_generated_0.JPEG,115
n01818515,n01818515/n01818515_generated_0.JPEG,51
n01740131,n01740131/n01740131_generated_0.JPEG,35
n01630670,n01630670/n01630670_generated_0.JPEG,19
n02085620,n02085620/n02085620_generated_0.JPEG,83
n02091032,n02091032/n02091032_generated_0.JPEG,99
n01496331,n01496331/n01496331_generated_1.JPEG,3
n01968897,n01968897/n01968897_generated_1.JPEG,67
n02097209,n02097209/n02097209_generated_1.JPEG,115
n01818515,n01818515/n01818515_generated_1.JPEG,51
n01740131,n01740131/n01740131_generated_1.JPEG,35
n02085620,n02085620/n02085620_generated_1.JPEG,83
n01630670,n01630670/n01630670_generated_1.JPEG,19
n02091032,n02091032/n02091032_generated_1.JPEG,99
n01496331,n01496331/n01496331_generated_2.JPEG,3
n01968897,n01968897/n01968897_generated_2.JPEG,67
n02097209,n02097209/n02097209_generated_2.JPEG,115
n02085620,n02085620/n02085620_generated_2.JPEG,83
n01740131,n01740131/n01740131_generated_2.JPEG,35
n01630670,n01630670/n01630670_generated_2.JPEG,19
n02091032,n02091032/n02091032_generated_2.JPEG,99
n01818515,n01818515/n01818515_generated_2.JPEG,51
n01496331,n01496331/n01496331_generated_3.JPEG,3
n01968897,n01968897/n01968897_generated_3.JPEG,67
n02097209,n02097209/n02097209_generated_3.JPEG,115
n01630670,n01630670/n01630670_generated_3.JPEG,19
n02085620,n02085620/n02085620_generated_3.JPEG,83
n01740131,n01740131/n01740131_generated_3.JPEG,35
n01818515,n01818515/n01818515_generated_3.JPEG,51
n02091032,n02091032/n02091032_generated_3.JPEG,99
n01496331,n01496331/n01496331_generated_4.JPEG,3
n01968897,n01968897/n01968897_generated_4.JPEG,67
n02097209,n02097209/n02097209_generated_4.JPEG,115
n01740131,n01740131/n01740131_generated_4.JPEG,35
n01630670,n01630670/n01630670_generated_4.JPEG,19
n02085620,n02085620/n02085620_generated_4.JPEG,83
n01818515,n01818515/n01818515_generated_4.JPEG,51
n02091032,n02091032/n02091032_generated_4.JPEG,99
n01496331,n01496331/n01496331_generated_5.JPEG,3
n01968897,n01968897/n01968897_generated_5.JPEG,67
n02097209,n02097209/n02097209_generated_5.JPEG,115
n01740131,n01740131/n01740131_generated_5.JPEG,35
n01630670,n01630670/n01630670_generated_5.JPEG,19
n02085620,n02085620/n02085620_generated_5.JPEG,83
n01818515,n01818515/n01818515_generated_5.JPEG,51
n02091032,n02091032/n02091032_generated_5.JPEG,99
n01496331,n01496331/n01496331_generated_6.JPEG,3
n01968897,n01968897/n01968897_generated_6.JPEG,67
n02097209,n02097209/n02097209_generated_6.JPEG,115
n01740131,n01740131/n01740131_generated_6.JPEG,35
n01630670,n01630670/n01630670_generated_6.JPEG,19
n01818515,n01818515/n01818515_generated_6.JPEG,51
n02091032,n02091032/n02091032_generated_6.JPEG,99
n02085620,n02085620/n02085620_generated_6.JPEG,83
n01496331,n01496331/n01496331_generated_7.JPEG,3
n01968897,n01968897/n01968897_generated_7.JPEG,67
n02097209,n02097209/n02097209_generated_7.JPEG,115
n01818515,n01818515/n01818515_generated_7.JPEG,51
n02091032,n02091032/n02091032_generated_7.JPEG,99
n01630670,n01630670/n01630670_generated_7.JPEG,19
n01740131,n01740131/n01740131_generated_7.JPEG,35
n02085620,n02085620/n02085620_generated_7.JPEG,83
n01496331,n01496331/n01496331_generated_8.JPEG,3
n01968897,n01968897/n01968897_generated_8.JPEG,67
n02097209,n02097209/n02097209_generated_8.JPEG,115
n02091032,n02091032/n02091032_generated_8.JPEG,99
n01818515,n01818515/n01818515_generated_8.JPEG,51
n02085620,n02085620/n02085620_generated_8.JPEG,83
n01630670,n01630670/n01630670_generated_8.JPEG,19
n01740131,n01740131/n01740131_generated_8.JPEG,35
n01496331,n01496331/n01496331_generated_9.JPEG,3
n01968897,n01968897/n01968897_generated_9.JPEG,67
n02097209,n02097209/n02097209_generated_9.JPEG,115
n02091032,n02091032/n02091032_generated_9.JPEG,99
n01630670,n01630670/n01630670_generated_9.JPEG,19
n01818515,n01818515/n01818515_generated_9.JPEG,51
n02085620,n02085620/n02085620_generated_9.JPEG,83
n01740131,n01740131/n01740131_generated_9.JPEG,35
n01514668,n01514668/n01514668_generated_0.JPEG,4
n01978287,n01978287/n01978287_generated_0.JPEG,68
n02097298,n02097298/n02097298_generated_0.JPEG,116
n02091134,n02091134/n02091134_generated_0.JPEG,100
n01632777,n01632777/n01632777_generated_0.JPEG,20
n01828970,n01828970/n01828970_generated_0.JPEG,52
n02085782,n02085782/n02085782_generated_0.JPEG,84
n01742172,n01742172/n01742172_generated_0.JPEG,36
n01514668,n01514668/n01514668_generated_1.JPEG,4
n01978287,n01978287/n01978287_generated_1.JPEG,68
n02097298,n02097298/n02097298_generated_1.JPEG,116
n02091134,n02091134/n02091134_generated_1.JPEG,100
n01632777,n01632777/n01632777_generated_1.JPEG,20
n02085782,n02085782/n02085782_generated_1.JPEG,84
n01828970,n01828970/n01828970_generated_1.JPEG,52
n01742172,n01742172/n01742172_generated_1.JPEG,36
n01514668,n01514668/n01514668_generated_2.JPEG,4
n01978287,n01978287/n01978287_generated_2.JPEG,68
n02097298,n02097298/n02097298_generated_2.JPEG,116
n01632777,n01632777/n01632777_generated_2.JPEG,20
n02085782,n02085782/n02085782_generated_2.JPEG,84
n01828970,n01828970/n01828970_generated_2.JPEG,52
n02091134,n02091134/n02091134_generated_2.JPEG,100
n01742172,n01742172/n01742172_generated_2.JPEG,36
n01514668,n01514668/n01514668_generated_3.JPEG,4
n01978287,n01978287/n01978287_generated_3.JPEG,68
n02097298,n02097298/n02097298_generated_3.JPEG,116
n01632777,n01632777/n01632777_generated_3.JPEG,20
n02085782,n02085782/n02085782_generated_3.JPEG,84
n01828970,n01828970/n01828970_generated_3.JPEG,52
n02091134,n02091134/n02091134_generated_3.JPEG,100
n01742172,n01742172/n01742172_generated_3.JPEG,36
n01514668,n01514668/n01514668_generated_4.JPEG,4
n01978287,n01978287/n01978287_generated_4.JPEG,68
n02097298,n02097298/n02097298_generated_4.JPEG,116
n01632777,n01632777/n01632777_generated_4.JPEG,20
n01828970,n01828970/n01828970_generated_4.JPEG,52
n02085782,n02085782/n02085782_generated_4.JPEG,84
n01742172,n01742172/n01742172_generated_4.JPEG,36
n02091134,n02091134/n02091134_generated_4.JPEG,100
n01514668,n01514668/n01514668_generated_5.JPEG,4
n01978287,n01978287/n01978287_generated_5.JPEG,68
n02097298,n02097298/n02097298_generated_5.JPEG,116
n01632777,n01632777/n01632777_generated_5.JPEG,20
n01828970,n01828970/n01828970_generated_5.JPEG,52
n02085782,n02085782/n02085782_generated_5.JPEG,84
n02091134,n02091134/n02091134_generated_5.JPEG,100
n01742172,n01742172/n01742172_generated_5.JPEG,36
n01978287,n01978287/n01978287_generated_6.JPEG,68
n01514668,n01514668/n01514668_generated_6.JPEG,4
n02097298,n02097298/n02097298_generated_6.JPEG,116
n01632777,n01632777/n01632777_generated_6.JPEG,20
n01828970,n01828970/n01828970_generated_6.JPEG,52
n02085782,n02085782/n02085782_generated_6.JPEG,84
n02091134,n02091134/n02091134_generated_6.JPEG,100
n01742172,n01742172/n01742172_generated_6.JPEG,36
n01514668,n01514668/n01514668_generated_7.JPEG,4
n01978287,n01978287/n01978287_generated_7.JPEG,68
n02097298,n02097298/n02097298_generated_7.JPEG,116
n01632777,n01632777/n01632777_generated_7.JPEG,20
n02091134,n02091134/n02091134_generated_7.JPEG,100
n02085782,n02085782/n02085782_generated_7.JPEG,84
n01742172,n01742172/n01742172_generated_7.JPEG,36
n01828970,n01828970/n01828970_generated_7.JPEG,52
n01514668,n01514668/n01514668_generated_8.JPEG,4
n02097298,n02097298/n02097298_generated_8.JPEG,116
n01978287,n01978287/n01978287_generated_8.JPEG,68
n01632777,n01632777/n01632777_generated_8.JPEG,20
n02091134,n02091134/n02091134_generated_8.JPEG,100
n02085782,n02085782/n02085782_generated_8.JPEG,84
n01742172,n01742172/n01742172_generated_8.JPEG,36
n01828970,n01828970/n01828970_generated_8.JPEG,52
n01514668,n01514668/n01514668_generated_9.JPEG,4
n01978287,n01978287/n01978287_generated_9.JPEG,68
n02097298,n02097298/n02097298_generated_9.JPEG,116
n01632777,n01632777/n01632777_generated_9.JPEG,20
n01742172,n01742172/n01742172_generated_9.JPEG,36
n02091134,n02091134/n02091134_generated_9.JPEG,100
n02085782,n02085782/n02085782_generated_9.JPEG,84
n01828970,n01828970/n01828970_generated_9.JPEG,52
n01518878,n01518878/n01518878_generated_0.JPEG,5
n01983481,n01983481/n01983481_generated_0.JPEG,69
n02098286,n02098286/n02098286_generated_0.JPEG,117
n01641577,n01641577/n01641577_generated_0.JPEG,21
n02091467,n02091467/n02091467_generated_0.JPEG,101
n01833805,n01833805/n01833805_generated_0.JPEG,53
n01744401,n01744401/n01744401_generated_0.JPEG,37
n02085936,n02085936/n02085936_generated_0.JPEG,85
n01518878,n01518878/n01518878_generated_1.JPEG,5
n01983481,n01983481/n01983481_generated_1.JPEG,69
n02098286,n02098286/n02098286_generated_1.JPEG,117
n01641577,n01641577/n01641577_generated_1.JPEG,21
n02091467,n02091467/n02091467_generated_1.JPEG,101
n01833805,n01833805/n01833805_generated_1.JPEG,53
n01744401,n01744401/n01744401_generated_1.JPEG,37
n02085936,n02085936/n02085936_generated_1.JPEG,85
n01518878,n01518878/n01518878_generated_2.JPEG,5
n01983481,n01983481/n01983481_generated_2.JPEG,69
n02098286,n02098286/n02098286_generated_2.JPEG,117
n01641577,n01641577/n01641577_generated_2.JPEG,21
n02091467,n02091467/n02091467_generated_2.JPEG,101
n01744401,n01744401/n01744401_generated_2.JPEG,37
n01833805,n01833805/n01833805_generated_2.JPEG,53
n02085936,n02085936/n02085936_generated_2.JPEG,85
n01518878,n01518878/n01518878_generated_3.JPEG,5
n01983481,n01983481/n01983481_generated_3.JPEG,69
n02098286,n02098286/n02098286_generated_3.JPEG,117
n01641577,n01641577/n01641577_generated_3.JPEG,21
n02091467,n02091467/n02091467_generated_3.JPEG,101
n01744401,n01744401/n01744401_generated_3.JPEG,37
n02085936,n02085936/n02085936_generated_3.JPEG,85
n01833805,n01833805/n01833805_generated_3.JPEG,53
n01518878,n01518878/n01518878_generated_4.JPEG,5
n01983481,n01983481/n01983481_generated_4.JPEG,69
n02098286,n02098286/n02098286_generated_4.JPEG,117
n01641577,n01641577/n01641577_generated_4.JPEG,21
n02091467,n02091467/n02091467_generated_4.JPEG,101
n01744401,n01744401/n01744401_generated_4.JPEG,37
n02085936,n02085936/n02085936_generated_4.JPEG,85
n01833805,n01833805/n01833805_generated_4.JPEG,53
n01518878,n01518878/n01518878_generated_5.JPEG,5
n01983481,n01983481/n01983481_generated_5.JPEG,69
n02098286,n02098286/n02098286_generated_5.JPEG,117
n01641577,n01641577/n01641577_generated_5.JPEG,21
n02091467,n02091467/n02091467_generated_5.JPEG,101
n01744401,n01744401/n01744401_generated_5.JPEG,37
n02085936,n02085936/n02085936_generated_5.JPEG,85
n01833805,n01833805/n01833805_generated_5.JPEG,53
n01518878,n01518878/n01518878_generated_6.JPEG,5
n01983481,n01983481/n01983481_generated_6.JPEG,69
n02098286,n02098286/n02098286_generated_6.JPEG,117
n01641577,n01641577/n01641577_generated_6.JPEG,21
n02091467,n02091467/n02091467_generated_6.JPEG,101
n01744401,n01744401/n01744401_generated_6.JPEG,37
n01833805,n01833805/n01833805_generated_6.JPEG,53
n02085936,n02085936/n02085936_generated_6.JPEG,85
n01518878,n01518878/n01518878_generated_7.JPEG,5
n01983481,n01983481/n01983481_generated_7.JPEG,69
n02098286,n02098286/n02098286_generated_7.JPEG,117
n01641577,n01641577/n01641577_generated_7.JPEG,21
n02091467,n02091467/n02091467_generated_7.JPEG,101
n01833805,n01833805/n01833805_generated_7.JPEG,53
n01744401,n01744401/n01744401_generated_7.JPEG,37
n02085936,n02085936/n02085936_generated_7.JPEG,85
n01518878,n01518878/n01518878_generated_8.JPEG,5
n01983481,n01983481/n01983481_generated_8.JPEG,69
n02098286,n02098286/n02098286_generated_8.JPEG,117
n01641577,n01641577/n01641577_generated_8.JPEG,21
n01833805,n01833805/n01833805_generated_8.JPEG,53
n02091467,n02091467/n02091467_generated_8.JPEG,101
n01744401,n01744401/n01744401_generated_8.JPEG,37
n02085936,n02085936/n02085936_generated_8.JPEG,85
n01518878,n01518878/n01518878_generated_9.JPEG,5
n01983481,n01983481/n01983481_generated_9.JPEG,69
n02098286,n02098286/n02098286_generated_9.JPEG,117
n01641577,n01641577/n01641577_generated_9.JPEG,21
n02091467,n02091467/n02091467_generated_9.JPEG,101
n01833805,n01833805/n01833805_generated_9.JPEG,53
n01744401,n01744401/n01744401_generated_9.JPEG,37
n02085936,n02085936/n02085936_generated_9.JPEG,85
n01530575,n01530575/n01530575_generated_0.JPEG,6
n01985128,n01985128/n01985128_generated_0.JPEG,70
n02098413,n02098413/n02098413_generated_0.JPEG,118
n01644373,n01644373/n01644373_generated_0.JPEG,22
n02091831,n02091831/n02091831_generated_0.JPEG,102
n01843065,n01843065/n01843065_generated_0.JPEG,54
n02086079,n02086079/n02086079_generated_0.JPEG,86
n01748264,n01748264/n01748264_generated_0.JPEG,38
n01530575,n01530575/n01530575_generated_1.JPEG,6
n01985128,n01985128/n01985128_generated_1.JPEG,70
n02098413,n02098413/n02098413_generated_1.JPEG,118
n01644373,n01644373/n01644373_generated_1.JPEG,22
n02091831,n02091831/n02091831_generated_1.JPEG,102
n01843065,n01843065/n01843065_generated_1.JPEG,54
n01748264,n01748264/n01748264_generated_1.JPEG,38
n02086079,n02086079/n02086079_generated_1.JPEG,86
n01530575,n01530575/n01530575_generated_2.JPEG,6
n01985128,n01985128/n01985128_generated_2.JPEG,70
n02098413,n02098413/n02098413_generated_2.JPEG,118
n01644373,n01644373/n01644373_generated_2.JPEG,22
n02091831,n02091831/n02091831_generated_2.JPEG,102
n02086079,n02086079/n02086079_generated_2.JPEG,86
n01748264,n01748264/n01748264_generated_2.JPEG,38
n01843065,n01843065/n01843065_generated_2.JPEG,54
n01530575,n01530575/n01530575_generated_3.JPEG,6
n01985128,n01985128/n01985128_generated_3.JPEG,70
n02098413,n02098413/n02098413_generated_3.JPEG,118
n01644373,n01644373/n01644373_generated_3.JPEG,22
n02091831,n02091831/n02091831_generated_3.JPEG,102
n02086079,n02086079/n02086079_generated_3.JPEG,86
n01843065,n01843065/n01843065_generated_3.JPEG,54
n01748264,n01748264/n01748264_generated_3.JPEG,38
n01530575,n01530575/n01530575_generated_4.JPEG,6
n02098413,n02098413/n02098413_generated_4.JPEG,118
n01985128,n01985128/n01985128_generated_4.JPEG,70
n01644373,n01644373/n01644373_generated_4.JPEG,22
n02091831,n02091831/n02091831_generated_4.JPEG,102
